date,state,city,confirmed,deaths,estimated_population_2019,confirmed_per_100k_inhabitants,death_rate
2020-12-29,MT,Nova Ubiratã,333,9,11982.0,2707.75736,0.027000000000000003
2020-12-29,MT,Nova Xavantina,774,18,21374.0,3695.56914,0.0233
2020-12-29,MT,Novo Horizonte do Norte,56,0,4004.0,1382.37472,0.0
2020-12-29,MT,Novo Mundo,235,8,9178.0,2509.8793100000007,0.034
2020-12-29,MT,Novo Santo Antônio,75,0,2640.0,2772.64325,0.0
2020-12-29,MT,Novo São Joaquim,180,6,5074.0,3645.20049,0.0333
2020-12-29,MT,Paranatinga,1712,34,22563.0,7488.73628,0.0199
2020-12-29,MT,Paranaíta,578,9,11225.0,5140.51939,0.0156
2020-12-29,MT,Pedra Preta,999,35,17626.0,5726.240970000002,0.035
2020-12-29,MT,Peixoto de Azevedo,1539,44,34976.0,4355.08518,0.0286
2020-12-29,MT,Planalto da Serra,66,0,2662.0,2491.50623,0.0
2020-12-29,MT,Poconé,917,32,32843.0,2752.51388,0.0349
2020-12-29,MT,Pontal do Araguaia,348,8,6711.0,5085.488820000001,0.023
2020-12-29,MT,Ponte Branca,44,3,1576.0,2838.70968,0.0682
2020-12-29,MT,Pontes e Lacerda,1623,58,45436.0,3545.68095,0.0357
2020-12-29,MT,Porto Alegre do Norte,97,1,12517.0,764.6827,0.0103
2020-12-29,MT,Porto Esperidião,608,32,12017.0,5026.039510000001,0.0526
2020-12-29,MT,Porto Estrela,134,2,2963.0,4657.62948,0.0149
2020-12-29,MT,Porto dos Gaúchos,177,1,5410.0,3300.39157,0.0056
2020-12-29,MT,Poxoréu,658,18,16219.0,4134.20457,0.0274
2020-12-29,MT,Primavera do Leste,5716,106,62019.0,9059.78571,0.0185
2020-12-29,MT,Querência,1188,20,17479.0,6623.18113,0.0168
2020-12-29,MT,Reserva do Cabaçal,39,2,2732.0,1421.80095,0.0513
2020-12-29,MT,Ribeirão Cascalheira,368,13,10206.0,3562.78439,0.0353
2020-12-29,MT,Ribeirãozinho,43,1,2405.0,1775.39224,0.0233
2020-12-29,MT,Rio Branco,139,1,5156.0,2699.02913,0.0072
2020-12-29,MT,Rondolândia,91,0,4001.0,2254.70763,0.0
2020-12-29,MT,Rondonópolis,12872,454,232491.0,5453.26679,0.0353
2020-12-29,MT,Rosário Oeste,460,16,17151.0,2697.31441,0.0348
2020-12-29,MT,Salto do Céu,26,1,3365.0,789.07436,0.0385
2020-12-29,MT,Santa Carmem,257,3,4525.0,5632.25948,0.0117
2020-12-29,MT,Santa Cruz do Xingu,38,0,2564.0,1443.22066,0.0
2020-12-29,MT,Santa Rita do Trivelato,35,1,3429.0,998.28865,0.0286
2020-12-29,MT,Santa Terezinha,105,6,8371.0,1241.13475,0.0571
2020-12-29,MT,Santo Afonso,138,6,3146.0,4374.00951,0.0435
2020-12-29,MT,Santo Antônio do Leste,155,6,5174.0,2905.886760000001,0.0387
2020-12-29,MT,Santo Antônio do Leverger,389,19,16628.0,2288.3699,0.0488
2020-12-29,MT,Sapezal,2056,21,25881.0,7703.836929999998,0.0102
2020-12-29,MT,Serra Nova Dourada,28,1,1650.0,1668.65316,0.0357
2020-12-29,MT,Sinop,9751,146,142996.0,6678.53841,0.015
2020-12-29,MT,Sorriso,7896,114,90313.0,8511.46396,0.0144
2020-12-29,MT,São Félix do Araguaia,502,10,11708.0,4238.79085,0.0199
2020-12-29,MT,São José do Povo,100,3,4063.0,2247.19101,0.03
2020-12-29,MT,São José do Rio Claro,700,5,20664.0,3331.58822,0.0071
2020-12-29,MT,São José do Xingu,118,6,5595.0,2099.64413,0.0508
2020-12-29,MT,São José dos Quatro Marcos,1020,29,18906.0,5412.28908,0.0284
2020-12-29,MT,São Pedro da Cipa,267,12,4727.0,5596.31105,0.0449
2020-12-29,MT,Tabaporã,467,7,9489.0,4952.8051799999985,0.015
2020-12-29,MT,Tangará da Serra,7463,97,103750.0,7059.814020000002,0.013000000000000001
2020-12-29,MT,Tapurah,996,10,13705.0,7090.98676,0.01
2020-12-29,MT,Terra Nova do Norte,327,6,9667.0,3451.9159700000005,0.0183
2020-12-29,MT,Tesouro,31,5,3805.0,810.66946,0.1613
2020-12-29,MT,Torixoréu,114,1,3609.0,3213.98365,0.0088
2020-12-29,MT,União do Sul,125,3,3525.0,3581.66189,0.024
2020-12-29,MT,Vale de São Domingos,43,3,3127.0,1375.55982,0.0698
2020-12-29,MT,Vera,612,6,11309.0,5367.47939,0.0098
2020-12-29,MT,Vila Bela da Santíssima Trindade,1361,25,16128.0,8364.575009999999,0.0184
2020-12-29,MT,Vila Rica,423,13,26037.0,1596.46739,0.0307
2020-12-29,MT,Várzea Grande,12475,563,284971.0,4338.7380600000015,0.0451
2020-12-29,MT,Água Boa,962,21,25721.0,3671.19524,0.0218
2020-12-29,PA,Abaetetuba,5117,120,157698.0,3216.62057,0.0235
2020-12-29,PA,Abel Figueiredo,436,2,7434.0,5824.20518,0.0046
2020-12-29,PA,Acará,875,16,55591.0,1571.7904,0.0183
2020-12-29,PA,Afuá,2484,11,39218.0,6277.95891,0.0044
2020-12-29,PA,Alenquer,1595,30,56789.0,2793.73643,0.0188
2020-12-29,PA,Almeirim,271,18,34109.0,795.28114,0.0664
2020-12-29,PA,Altamira,5683,132,114594.0,4900.44753,0.0232
2020-12-29,PA,Anajás,954,11,29277.0,3213.4195600000007,0.0115
2020-12-29,PA,Ananindeua,10973,386,530598.0,2048.93315,0.0352
2020-12-29,PA,Anapu,1083,23,27890.0,3785.7867,0.0212
2020-12-29,PA,Augusto Corrêa,1454,21,45998.0,3128.83304,0.0144
2020-12-29,PA,Aurora do Pará,697,8,31338.0,2193.686460000001,0.0115
2020-12-29,PA,Aveiro,452,5,16388.0,2755.42551,0.0111
2020-12-29,PA,Bagre,496,10,30673.0,1583.39984,0.0202
2020-12-29,PA,Baião,428,15,47446.0,883.2208699999999,0.035
2020-12-29,PA,Bannach,121,2,3286.0,3709.38075,0.0165
2020-12-29,PA,Barcarena,4624,121,124680.0,3640.17099,0.0262
2020-12-29,PA,Belterra,563,14,17732.0,3156.0065,0.0249
2020-12-29,PA,Belém,55832,2432,1492745.0,3723.02438,0.0436
2020-12-29,PA,Benevides,2244,51,62737.0,3519.0064,0.0227
2020-12-29,PA,Bom Jesus do Tocantins,419,4,16981.0,2447.71585,0.0095
2020-12-29,PA,Bonito,293,9,16286.0,1772.53479,0.0307
2020-12-29,PA,Bragança,2943,96,127686.0,2282.91729,0.0326
2020-12-29,PA,Brasil Novo,792,16,15086.0,5285.99079,0.0202
2020-12-29,PA,Brejo Grande do Araguaia,599,2,7380.0,8129.75027,0.0033
2020-12-29,PA,Breu Branco,381,24,66046.0,565.85279,0.063
2020-12-29,PA,Breves,3457,96,102701.0,3340.19344,0.0278
2020-12-29,PA,Bujaru,734,23,29132.0,2494.30795,0.0313
2020-12-29,PA,Cachoeira do Arari,330,13,23767.0,1371.34309,0.0394
2020-12-29,PA,Cachoeira do Piriá,541,3,33900.0,1563.17721,0.0055
2020-12-29,PA,Cametá,5599,104,137890.0,4017.53681,0.0186
2020-12-29,PA,Canaã dos Carajás,4655,49,37085.0,12216.88581,0.0105
2020-12-29,PA,Capanema,1498,68,69027.0,2157.5377,0.0454
2020-12-29,PA,Capitão Poço,1141,44,54303.0,2096.46302,0.0386
2020-12-29,PA,Castanhal,3142,194,200793.0,1545.87185,0.0617
2020-12-29,PA,Chaves,308,1,23717.0,1286.11993,0.0032
2020-12-29,PA,Colares,127,12,12085.0,1046.90462,0.0945
2020-12-29,PA,Conceição do Araguaia,2059,28,47864.0,4290.38778,0.0136
2020-12-29,PA,Concórdia do Pará,1434,19,33318.0,4244.98979,0.0132
2020-12-29,PA,Cumaru do Norte,553,5,13473.0,4018.6033,0.009000000000000001
2020-12-29,PA,Curionópolis,1558,18,17929.0,8730.24767,0.0116
2020-12-29,PA,Curralinho,457,20,34448.0,1305.93816,0.0438
2020-12-29,PA,Curuá,1034,5,14393.0,7088.503459999999,0.0048
2020-12-29,PA,Curuçá,1814,57,40066.0,4469.741770000001,0.0314
2020-12-29,PA,Dom Eliseu,1106,12,59719.0,1829.03637,0.0108
2020-12-29,PA,Eldorado do Carajás,325,7,33808.0,957.57219,0.0215
2020-12-29,PA,Faro,415,1,7194.0,5869.8727,0.0024
2020-12-29,PA,Floresta do Araguaia,429,6,20304.0,2090.13398,0.013999999999999999
2020-12-29,PA,Garrafão do Norte,961,6,26066.0,3680.44119,0.0062
2020-12-29,PA,Goianésia do Pará,352,14,40475.0,856.8438,0.0398
2020-12-29,PA,Gurupá,1400,9,33376.0,4147.5337,0.0064
2020-12-29,PA,Igarapé-Açu,957,27,38807.0,2452.39987,0.0282
2020-12-29,PA,Igarapé-Miri,1316,43,62698.0,2087.69592,0.0327
2020-12-29,PA,Importados/Indefinidos,0,0,,,0.0
2020-12-29,PA,Inhangapi,101,5,11711.0,851.5302300000002,0.0495
2020-12-29,PA,Ipixuna do Pará,832,27,64053.0,1267.80952,0.0325
2020-12-29,PA,Irituia,836,13,32550.0,2564.81055,0.0156
2020-12-29,PA,Itaituba,6788,101,101247.0,6694.6101899999985,0.0149
2020-12-29,PA,Itupiranga,689,31,53269.0,1291.35039,0.045
2020-12-29,PA,Jacareacanga,1736,14,8239.0,22872.20026,0.0081
2020-12-29,PA,Jacundá,936,24,59155.0,1564.11885,0.0256
2020-12-29,PA,Juruti,2502,71,57943.0,4243.55495,0.0284
2020-12-29,PA,Limoeiro do Ajuru,955,26,28935.0,3261.38925,0.0272
2020-12-29,PA,Magalhães Barata,202,13,8548.0,2356.23469,0.0644
2020-12-29,PA,Marabá,9842,229,279349.0,3471.0907,0.0233
2020-12-29,PA,Maracanã,371,17,29473.0,1256.94539,0.0458
2020-12-29,PA,Marapanim,653,21,28336.0,2295.25483,0.0322
2020-12-29,PA,Marituba,1443,72,131521.0,1079.4030699999996,0.0499
2020-12-29,PA,Medicilândia,1881,18,31597.0,5882.72088,0.0096
2020-12-29,PA,Melgaço,424,11,27654.0,1520.25816,0.0259
2020-12-29,PA,Mocajuba,1660,24,31136.0,5264.82715,0.0145
2020-12-29,PA,Moju,1319,35,82094.0,1585.67959,0.0265
2020-12-29,PA,Mojuí dos Campos,666,14,16084.0,4115.17548,0.021
2020-12-29,PA,Monte Alegre,1734,29,58032.0,2981.32801,0.0167
2020-12-29,PA,Muaná,444,19,40349.0,1085.41534,0.0428
2020-12-29,PA,Mãe do Rio,741,38,30077.0,2450.80205,0.0513
2020-12-29,PA,Nova Esperança do Piriá,1057,6,21368.0,4929.1177,0.0057
2020-12-29,PA,Nova Ipixuna,388,10,16678.0,2302.12412,0.0258
2020-12-29,PA,Nova Timboteua,513,3,15363.0,3308.39675,0.0058
2020-12-29,PA,Novo Progresso,987,15,25762.0,3830.62951,0.0152
2020-12-29,PA,Novo Repartimento,477,35,75919.0,617.7636200000002,0.0734
2020-12-29,PA,Oeiras do Pará,810,26,32512.0,2465.75342,0.0321
2020-12-29,PA,Oriximiná,5526,59,73096.0,7465.953309999999,0.0107
2020-12-29,PA,Ourilândia do Norte,3183,12,32832.0,9548.52257,0.0038
2020-12-29,PA,Ourém,370,4,17842.0,2060.01893,0.0108
2020-12-29,PA,Pacajá,1083,12,47706.0,2236.95625,0.0111
2020-12-29,PA,Palestina do Pará,361,4,7589.0,4761.27671,0.0111
2020-12-29,PA,Paragominas,3982,103,113145.0,3477.63814,0.0259
2020-12-29,PA,Parauapebas,29713,202,208273.0,13912.14369,0.0068
2020-12-29,PA,Pau D'Arco,327,4,5483.0,6044.36229,0.0122
2020-12-29,PA,Peixe-Boi,197,2,8077.0,2437.8171,0.0102
2020-12-29,PA,Piçarra,460,3,12981.0,3544.18676,0.0065
2020-12-29,PA,Placas,593,5,30982.0,1873.08506,0.0084
2020-12-29,PA,Ponta de Pedras,1063,14,31082.0,3369.36194,0.0132
2020-12-29,PA,Portel,2046,51,62043.0,3250.45675,0.0249
2020-12-29,PA,Porto de Moz,1116,26,41135.0,2669.79259,0.0233
2020-12-29,PA,Prainha,622,25,29866.0,2084.03136,0.0402
2020-12-29,PA,Primavera,441,9,10825.0,4061.89555,0.0204
2020-12-29,PA,Quatipuru,423,10,13608.0,3087.1405600000007,0.0236
2020-12-29,PA,Redenção,4389,62,84787.0,5129.553660000001,0.0141
2020-12-29,PA,Rio Maria,1064,10,18193.0,5845.83265,0.0094
2020-12-29,PA,Rondon do Pará,623,36,52357.0,1179.85721,0.0578
2020-12-29,PA,Rurópolis,1854,13,50510.0,3600.0,0.006999999999999999
2020-12-29,PA,Salinópolis,595,38,40675.0,1453.98563,0.0639
2020-12-29,PA,Salvaterra,561,18,23752.0,2330.21807,0.0321
2020-12-29,PA,Santa Bárbara do Pará,401,13,21079.0,1869.55103,0.0324
2020-12-29,PA,Santa Cruz do Arari,157,9,10128.0,1522.2028300000004,0.0573
2020-12-29,PA,Santa Izabel do Pará,782,39,70801.0,1088.57553,0.0499
2020-12-29,PA,Santa Luzia do Pará,1001,13,19848.0,5044.60011,0.013000000000000001
2020-12-29,PA,Santa Maria das Barreiras,403,2,21449.0,1844.39359,0.005
2020-12-29,PA,Santa Maria do Pará,775,19,24861.0,3100.62012,0.0245
2020-12-29,PA,Santana do Araguaia,1728,10,72817.0,2321.98766,0.0058
2020-12-29,PA,Santarém,12025,229,304589.0,3923.5839200000014,0.019
2020-12-29,PA,Santarém Novo,254,4,6709.0,3761.29128,0.0157
2020-12-29,PA,Santo Antônio do Tauá,562,25,31482.0,1760.76195,0.0445
2020-12-29,PA,Sapucaia,216,4,5930.0,3594.60809,0.0185
2020-12-29,PA,Senador José Porfírio,645,15,11658.0,5618.4669,0.0233
2020-12-29,PA,Soure,418,13,25374.0,1635.04792,0.0311
2020-12-29,PA,São Caetano de Odivelas,703,19,18050.0,3877.76491,0.027000000000000003
2020-12-29,PA,São Domingos do Araguaia,1271,15,25557.0,4935.34734,0.0118
2020-12-29,PA,São Domingos do Capim,419,9,31989.0,1303.712,0.0215
2020-12-29,PA,São Francisco do Pará,191,8,15882.0,1198.99561,0.0419
2020-12-29,PA,São Félix do Xingu,2793,19,128481.0,2113.69931,0.0068
2020-12-29,PA,São Geraldo do Araguaia,675,20,24847.0,2732.24044,0.0296
2020-12-29,PA,São João da Ponta,51,3,6139.0,820.33135,0.0588
2020-12-29,PA,São João de Pirabas,245,22,23045.0,1054.03545,0.0898
2020-12-29,PA,São João do Araguaia,44,7,13996.0,313.14497,0.1591
2020-12-29,PA,São Miguel do Guamá,1773,36,58986.0,2973.23585,0.0203
2020-12-29,PA,São Sebastião da Boa Vista,442,11,26640.0,1638.61496,0.0249
2020-12-29,PA,Tailândia,2456,38,106339.0,2253.85201,0.0155
2020-12-29,PA,Terra Alta,363,10,11720.0,3064.06685,0.0275
2020-12-29,PA,Terra Santa,529,15,18769.0,2796.42649,0.0284
2020-12-29,PA,Tomé-Açu,1136,46,63447.0,1774.16836,0.0405
2020-12-29,PA,Tracuateua,590,16,30959.0,1887.57718,0.0271
2020-12-29,PA,Trairão,376,4,18989.0,1961.60267,0.0106
2020-12-29,PA,Tucumã,3359,32,39602.0,8369.04525,0.0095
2020-12-29,PA,Tucuruí,2458,129,113659.0,2134.71827,0.0525
2020-12-29,PA,Ulianópolis,1263,17,59210.0,2078.63597,0.0135
2020-12-29,PA,Uruará,1259,17,45476.0,2770.99153,0.0135
2020-12-29,PA,Vigia,715,33,53686.0,1319.87004,0.0462
2020-12-29,PA,Viseu,1152,22,61403.0,1865.55683,0.0191
2020-12-29,PA,Vitória do Xingu,1074,21,15134.0,7029.255840000002,0.0196
2020-12-29,PA,Xinguara,2757,26,44751.0,6114.98026,0.0094
2020-12-29,PA,Água Azul do Norte,881,0,27430.0,3190.29513,0.0
2020-12-29,PA,Óbidos,3280,47,52137.0,6270.79111,0.0143
2020-12-29,MG,Abadia dos Dourados,110,1,6989.0,1570.08279,0.0091
2020-12-29,MG,Abaeté,233,4,23237.0,1002.15054,0.0172
2020-12-29,MG,Abre Campo,190,1,13454.0,1413.26986,0.0053
2020-12-29,MG,Acaiaca,85,3,3994.0,2128.19229,0.0353
2020-12-29,MG,Aguanil,133,3,4486.0,2941.17647,0.0226
2020-12-29,MG,Aimorés,721,11,25167.0,2867.82546,0.0153
2020-12-29,MG,Aiuruoca,31,4,6003.0,518.74163,0.129
2020-12-29,MG,Alagoa,87,0,2674.0,3264.54034,0.0
2020-12-29,MG,Albertina,59,5,3007.0,1959.4819,0.0847
2020-12-29,MG,Alfenas,2461,63,79996.0,3057.37074,0.0256
2020-12-29,MG,Alfredo Vasconcelos,79,2,6907.0,1131.6430300000004,0.0253
2020-12-29,MG,Almenara,1327,14,41896.0,3148.80289,0.0106
2020-12-29,MG,Alpercata,283,10,7424.0,3805.80958,0.0353
2020-12-29,MG,Alpinópolis,195,5,19853.0,977.05181,0.0256
2020-12-29,MG,Alterosa,46,3,14466.0,316.86988,0.0652
2020-12-29,MG,Alto Caparaó,191,4,5847.0,3240.58364,0.0209
2020-12-29,MG,Alto Jequitibá,277,5,8317.0,3336.94736,0.0181
2020-12-29,MG,Alto Rio Doce,145,7,11000.0,1335.29791,0.0483
2020-12-29,MG,Alvarenga,167,2,3907.0,4344.4328799999985,0.012
2020-12-29,MG,Alvinópolis,145,1,15203.0,955.89689,0.0069
2020-12-29,MG,Alvorada de Minas,60,1,3606.0,1664.35506,0.0167
2020-12-29,MG,Além Paraíba,933,23,35362.0,2635.51877,0.0247
2020-12-29,MG,Amparo do Serra,60,2,4713.0,1282.5994,0.0333
2020-12-29,MG,Andradas,695,19,41077.0,1678.90617,0.0273
2020-12-29,MG,Andrelândia,112,1,12224.0,917.58152,0.0089
2020-12-29,MG,Angelândia,19,0,8520.0,222.04043,0.0
2020-12-29,MG,Antônio Carlos,149,2,11445.0,1300.28798,0.0134
2020-12-29,MG,Antônio Dias,135,4,9318.0,1455.52561,0.0296
2020-12-29,MG,Antônio Prado de Minas,103,2,1598.0,6490.23314,0.0194
2020-12-29,MG,Aracitaba,63,4,2063.0,3059.73774,0.0635
2020-12-29,MG,Araguari,5209,113,117267.0,4420.96329,0.0217
2020-12-29,MG,Arantina,28,2,2795.0,1004.66451,0.0714
2020-12-29,MG,Araponga,54,0,8439.0,638.82645,0.0
2020-12-29,MG,Araporã,1017,10,6869.0,14673.20733,0.0098
2020-12-29,MG,Arapuá,48,0,2834.0,1693.12169,0.0
2020-12-29,MG,Araxá,3231,42,106229.0,3010.14562,0.013000000000000001
2020-12-29,MG,Araçaí,5,0,2347.0,212.40442,0.0
2020-12-29,MG,Araçuaí,202,6,36708.0,550.22881,0.0297
2020-12-29,MG,Araújos,129,1,9273.0,1372.19445,0.0078
2020-12-29,MG,Arceburgo,180,3,10772.0,1653.95571,0.0167
2020-12-29,MG,Arcos,940,16,40092.0,2327.88509,0.017
2020-12-29,MG,Areado,28,3,15070.0,184.44108,0.1071
2020-12-29,MG,Argirita,109,4,2727.0,4031.06509,0.0367
2020-12-29,MG,Aricanduva,13,0,5231.0,246.72613,0.0
2020-12-29,MG,Arinos,161,3,17875.0,901.35483,0.0186
2020-12-29,MG,Astolfo Dutra,621,9,14179.0,4351.78697,0.0145
2020-12-29,MG,Ataléia,280,4,12868.0,2208.55024,0.0143
2020-12-29,MG,Augusto de Lima,94,1,4869.0,1937.74479,0.0106
2020-12-29,MG,Açucena,157,5,9470.0,1675.9180199999996,0.0318
2020-12-29,MG,Baependi,212,7,19148.0,1104.2241800000004,0.033
2020-12-29,MG,Baldim,188,5,7826.0,2409.32974,0.0266
2020-12-29,MG,Bambuí,103,1,23829.0,430.99841,0.0097
2020-12-29,MG,Bandeira,375,4,4795.0,7868.23332,0.0107
2020-12-29,MG,Bandeira do Sul,71,2,5746.0,1228.79889,0.0282
2020-12-29,MG,Barbacena,1657,30,137313.0,1198.95227,0.0181
2020-12-29,MG,Barra Longa,105,0,5131.0,2093.71884,0.0
2020-12-29,MG,Barroso,299,2,20810.0,1430.8273900000004,0.0067
2020-12-29,MG,Barão de Cocais,1026,7,32485.0,3121.7671800000007,0.0068
2020-12-29,MG,Barão de Monte Alto,95,3,5397.0,1774.3743,0.0316
2020-12-29,MG,Bela Vista de Minas,208,2,10255.0,2026.89534,0.0096
2020-12-29,MG,Belmiro Braga,54,3,3429.0,1576.64234,0.0556
2020-12-29,MG,Belo Horizonte,61825,1838,2512070.0,2451.85131,0.0297
2020-12-29,MG,Belo Oriente,1066,18,26700.0,3949.02571,0.0169
2020-12-29,MG,Belo Vale,172,6,7715.0,2228.26791,0.0349
2020-12-29,MG,Berilo,9,0,11932.0,75.80863000000002,0.0
2020-12-29,MG,Berizal,20,0,4735.0,419.81528,0.0
2020-12-29,MG,Bertópolis,181,0,4604.0,3928.80399,0.0
2020-12-29,MG,Betim,10461,290,439340.0,2351.92813,0.0277
2020-12-29,MG,Bias Fortes,48,2,3379.0,1441.87444,0.0417
2020-12-29,MG,Bicas,252,4,14494.0,1731.48275,0.0159
2020-12-29,MG,Biquinhas,28,0,2515.0,1120.89672,0.0
2020-12-29,MG,Boa Esperança,502,20,40127.0,1248.16629,0.0398
2020-12-29,MG,Bocaina de Minas,44,2,5090.0,864.60994,0.0455
2020-12-29,MG,Bocaiúva,587,8,49979.0,1168.01974,0.0136
2020-12-29,MG,Bom Despacho,1146,21,50605.0,2245.82582,0.0183
2020-12-29,MG,Bom Jardim de Minas,40,0,6474.0,619.2909099999998,0.0
2020-12-29,MG,Bom Jesus da Penha,116,1,4217.0,2733.2705,0.0086
2020-12-29,MG,Bom Jesus do Amparo,72,2,6083.0,1173.97685,0.0278
2020-12-29,MG,Bom Jesus do Galho,221,9,14935.0,1487.01386,0.0407
2020-12-29,MG,Bom Repouso,201,8,10547.0,1907.56382,0.0398
2020-12-29,MG,Bom Sucesso,83,1,17603.0,471.40342,0.012
2020-12-29,MG,Bonfim,117,2,6868.0,1705.5393600000002,0.0171
2020-12-29,MG,Bonfinópolis de Minas,176,9,5493.0,3232.91697,0.0511
2020-12-29,MG,Bonito de Minas,6,0,11230.0,52.77509000000001,0.0
2020-12-29,MG,Borda da Mata,442,18,19412.0,2253.4924,0.0407
2020-12-29,MG,Botelhos,186,3,14971.0,1244.23038,0.0161
2020-12-29,MG,Botumirim,11,0,6319.0,174.93639,0.0
2020-12-29,MG,Brasilândia de Minas,471,1,16538.0,2812.27609,0.0021
2020-12-29,MG,Brasília de Minas,338,5,32347.0,1043.04891,0.0148
2020-12-29,MG,Brazópolis,300,5,14459.0,2081.88758,0.0167
2020-12-29,MG,Braúnas,26,2,4801.0,545.18767,0.0769
2020-12-29,MG,Brumadinho,1643,18,40103.0,4040.23017,0.011000000000000001
2020-12-29,MG,Brás Pires,54,3,4333.0,1257.86164,0.0556
2020-12-29,MG,Bueno Brandão,120,6,11001.0,1091.80238,0.05
2020-12-29,MG,Buenópolis,102,2,10365.0,985.22167,0.0196
2020-12-29,MG,Bugre,213,4,3982.0,5347.72784,0.0188
2020-12-29,MG,Buritis,510,5,24841.0,2038.93975,0.0098
2020-12-29,MG,Buritizeiro,391,8,28056.0,1390.41997,0.0205
2020-12-29,MG,Cabeceira Grande,71,2,6949.0,1016.02748,0.0282
2020-12-29,MG,Cabo Verde,110,2,14075.0,781.52753,0.0182
2020-12-29,MG,Cachoeira Dourada,19,0,2692.0,702.1433900000002,0.0
2020-12-29,MG,Cachoeira da Prata,120,2,3603.0,3341.68755,0.0167
2020-12-29,MG,Cachoeira de Minas,240,3,11547.0,2072.71785,0.0125
2020-12-29,MG,Cachoeira de Pajeú,293,3,9412.0,3103.156110000001,0.0102
2020-12-29,MG,Caetanópolis,171,3,11624.0,1455.44302,0.0175
2020-12-29,MG,Caeté,712,23,44718.0,1580.5714,0.0323
2020-12-29,MG,Caiana,53,2,5496.0,956.50605,0.0377
2020-12-29,MG,Cajuri,78,0,3987.0,1962.75793,0.0
2020-12-29,MG,Caldas,257,8,14480.0,1767.41627,0.0311
2020-12-29,MG,Camacho,20,0,2901.0,697.10701,0.0
2020-12-29,MG,Camanducaia,896,12,21770.0,4109.90322,0.0134
2020-12-29,MG,Cambuquira,103,4,12814.0,803.93381,0.0388
2020-12-29,MG,Cambuí,746,10,29551.0,2502.1801800000007,0.0134
2020-12-29,MG,Campanha,367,7,16665.0,2189.4762,0.0191
2020-12-29,MG,Campanário,31,0,3721.0,831.0992,0.0
2020-12-29,MG,Campestre,417,6,21055.0,1980.62126,0.0144
2020-12-29,MG,Campina Verde,174,9,19745.0,880.92345,0.0517
2020-12-29,MG,Campo Azul,52,0,3817.0,1359.83264,0.0
2020-12-29,MG,Campo Belo,1387,31,54029.0,2559.70177,0.0224
2020-12-29,MG,Campo Florido,236,0,8151.0,2854.03314,0.0
2020-12-29,MG,Campo do Meio,170,2,11655.0,1459.10222,0.0118
2020-12-29,MG,Campos Altos,200,6,15461.0,1285.09927,0.03
2020-12-29,MG,Campos Gerais,290,7,28774.0,1005.47812,0.0241
2020-12-29,MG,Cana Verde,94,2,5603.0,1680.37183,0.0213
2020-12-29,MG,Canaã,9,0,4563.0,197.88918,0.0
2020-12-29,MG,Candeias,150,3,14886.0,1007.52284,0.02
2020-12-29,MG,Cantagalo,59,1,4525.0,1296.41837,0.0169
2020-12-29,MG,Canápolis,442,12,12150.0,3622.65388,0.0271
2020-12-29,MG,Caparaó,245,3,5438.0,4494.58815,0.0122
2020-12-29,MG,Capela Nova,21,1,4653.0,453.17221,0.0476
2020-12-29,MG,Capelinha,334,4,37784.0,877.63092,0.012
2020-12-29,MG,Capetinga,68,1,6920.0,986.93759,0.0147
2020-12-29,MG,Capim Branco,136,2,9754.0,1384.08304,0.0147
2020-12-29,MG,Capinópolis,730,8,16173.0,4496.73525,0.011000000000000001
2020-12-29,MG,Capitão Andrade,173,7,5468.0,3137.46826,0.0405
2020-12-29,MG,Capitão Enéas,184,4,15234.0,1201.59342,0.0217
2020-12-29,MG,Capitólio,172,6,8632.0,1985.45538,0.0349
2020-12-29,MG,Caputira,117,2,9298.0,1256.98324,0.0171
2020-12-29,MG,Caranaíba,8,1,3183.0,252.68478,0.125
2020-12-29,MG,Carandaí,235,4,25501.0,915.50119,0.017
2020-12-29,MG,Carangola,1052,34,33000.0,3186.81652,0.0323
2020-12-29,MG,Caratinga,3604,104,92062.0,3891.88255,0.0289
2020-12-29,MG,Caraí,308,6,23685.0,1295.20606,0.0195
2020-12-29,MG,Carbonita,34,0,9405.0,361.16422,0.0
2020-12-29,MG,Careaçu,180,3,6757.0,2650.17668,0.0167
2020-12-29,MG,Carlos Chagas,561,6,18837.0,3004.17693,0.0107
2020-12-29,MG,Carmo da Cachoeira,84,0,12170.0,689.54195,0.0
2020-12-29,MG,Carmo da Mata,91,1,11476.0,790.54817,0.011000000000000001
2020-12-29,MG,Carmo de Minas,219,3,14859.0,1465.17696,0.0137
2020-12-29,MG,Carmo do Cajuru,167,7,22478.0,735.90975,0.0419
2020-12-29,MG,Carmo do Paranaíba,429,10,30329.0,1414.25463,0.0233
2020-12-29,MG,Carmo do Rio Claro,155,7,21225.0,728.79443,0.0452
2020-12-29,MG,Carmésia,15,0,2632.0,566.89342,0.0
2020-12-29,MG,Carmópolis de Minas,392,9,19355.0,2004.19244,0.023
2020-12-29,MG,Carneirinho,216,2,10027.0,2145.83747,0.0093
2020-12-29,MG,Carrancas,48,1,4047.0,1185.4779,0.0208
2020-12-29,MG,Carvalhos,35,0,4478.0,784.57745,0.0
2020-12-29,MG,Carvalhópolis,48,1,3579.0,1334.44537,0.0208
2020-12-29,MG,Casa Grande,17,1,2257.0,754.21473,0.0588
2020-12-29,MG,Cascalho Rico,26,1,3075.0,840.87969,0.0385
