date,state,city,confirmed,deaths,estimated_population_2019,confirmed_per_100k_inhabitants,death_rate
2020-12-29,PB,Tenório,59,1,3058.0,1914.96267,0.0169
2020-12-29,PB,Triunfo,241,5,9455.0,2546.49197,0.0207
2020-12-29,PB,Uiraúna,235,14,15242.0,1535.94771,0.0596
2020-12-29,PB,Umbuzeiro,118,4,9907.0,1190.59631,0.0339
2020-12-29,PB,Vieirópolis,27,1,5348.0,502.60611,0.037000000000000005
2020-12-29,PB,Vista Serrana,54,3,3798.0,1412.13389,0.0556
2020-12-29,PB,Várzea,60,1,2810.0,2111.93242,0.0167
2020-12-29,PB,Zabelê,48,0,2240.0,2128.6031,0.0
2020-12-29,PB,Água Branca,410,6,10234.0,3978.26509,0.0146
2020-12-29,PE,Abreu e Lima,1147,139,99990.0,1143.04506,0.1212
2020-12-29,PE,Afogados da Ingazeira,1731,25,37259.0,4627.84729,0.0144
2020-12-29,PE,Afrânio,395,5,19635.0,1993.94245,0.0127
2020-12-29,PE,Agrestina,664,33,24885.0,2649.11231,0.0497
2020-12-29,PE,Alagoinha,303,11,14636.0,2058.70363,0.0363
2020-12-29,PE,Aliança,406,30,38386.0,1057.37427,0.0739
2020-12-29,PE,Altinho,605,11,22972.0,2632.26592,0.0182
2020-12-29,PE,Amaraji,364,24,22829.0,1591.6047199999996,0.0659
2020-12-29,PE,Angelim,87,3,11150.0,774.9866400000002,0.0345
2020-12-29,PE,Araripina,2965,50,84418.0,3493.825410000001,0.0169
2020-12-29,PE,Araçoiaba,196,20,20524.0,945.35282,0.102
2020-12-29,PE,Arcoverde,2838,70,74338.0,3793.00206,0.0247
2020-12-29,PE,Barra de Guabiraba,206,11,14385.0,1419.71054,0.0534
2020-12-29,PE,Barreiros,364,41,42659.0,851.1832400000002,0.1126
2020-12-29,PE,Belo Jardim,1383,41,76439.0,1803.43474,0.0296
2020-12-29,PE,Belém de Maria,108,3,12073.0,890.94209,0.0278
2020-12-29,PE,Belém do São Francisco,171,0,20729.0,824.8914599999998,0.0
2020-12-29,PE,Betânia,138,2,12719.0,1081.0810800000004,0.0145
2020-12-29,PE,Bezerros,1762,72,60798.0,2894.21813,0.0409
2020-12-29,PE,Bodocó,1028,11,38146.0,2678.61796,0.0107
2020-12-29,PE,Bom Conselho,936,26,48554.0,1919.33069,0.0278
2020-12-29,PE,Bom Jardim,788,34,39184.0,1970.83761,0.0431
2020-12-29,PE,Bonito,411,28,38134.0,1078.25904,0.0681
2020-12-29,PE,Brejinho,293,3,7487.0,3912.92735,0.0102
2020-12-29,PE,Brejo da Madre de Deus,1096,31,50742.0,2139.58028,0.0283
2020-12-29,PE,Brejão,48,2,8993.0,534.10482,0.0417
2020-12-29,PE,Buenos Aires,64,9,13155.0,485.21607,0.1406
2020-12-29,PE,Buíque,788,12,58378.0,1337.42935,0.0152
2020-12-29,PE,Cabo de Santo Agostinho,2510,295,207048.0,1201.27881,0.1175
2020-12-29,PE,Cabrobó,631,6,34221.0,1828.82648,0.0095
2020-12-29,PE,Cachoeirinha,303,22,20380.0,1477.97668,0.0726
2020-12-29,PE,Caetés,833,8,28739.0,2881.95405,0.0096
2020-12-29,PE,Calumbi,279,2,5750.0,4854.7068,0.0072
2020-12-29,PE,Calçado,170,2,11053.0,1542.92975,0.0118
2020-12-29,PE,Camaragibe,2657,218,157828.0,1672.13135,0.08199999999999999
2020-12-29,PE,Camocim de São Félix,303,10,18765.0,1603.1746,0.033
2020-12-29,PE,Camutanga,294,8,8551.0,3429.77135,0.0272
2020-12-29,PE,Canhotinho,454,18,24804.0,1832.64037,0.0396
2020-12-29,PE,Capoeiras,749,10,20048.0,3736.03352,0.0134
2020-12-29,PE,Carnaubeira da Penha,52,2,12932.0,399.23225,0.0385
2020-12-29,PE,Carnaíba,648,17,19551.0,3304.60503,0.0262
2020-12-29,PE,Carpina,964,66,83641.0,1142.24776,0.0685
2020-12-29,PE,Caruaru,12413,385,361118.0,3398.23367,0.031
2020-12-29,PE,Casinhas,115,6,14341.0,800.3897599999998,0.0522
2020-12-29,PE,Catende,635,40,42892.0,1465.15921,0.063
2020-12-29,PE,Cedro,716,5,11807.0,6021.36069,0.006999999999999999
2020-12-29,PE,Chã Grande,260,17,21698.0,1191.84048,0.0654
2020-12-29,PE,Chã de Alegria,224,10,13518.0,1652.40484,0.0446
2020-12-29,PE,Condado,969,26,26421.0,3644.22715,0.0268
2020-12-29,PE,Correntes,142,3,18207.0,777.31552,0.0211
2020-12-29,PE,Cortês,205,12,12578.0,1632.16561,0.0585
2020-12-29,PE,Cumaru,207,10,10906.0,2031.00471,0.0483
2020-12-29,PE,Cupira,1061,33,24107.0,4389.19456,0.0311
2020-12-29,PE,Custódia,252,22,37111.0,674.2474900000002,0.0873
2020-12-29,PE,Dormentes,799,3,18908.0,4187.85052,0.0038
2020-12-29,PE,Escada,490,58,68875.0,707.15234,0.1184
2020-12-29,PE,Exu,1504,20,31825.0,4734.621920000001,0.0133
2020-12-29,PE,Feira Nova,598,26,22131.0,2688.00288,0.0435
2020-12-29,PE,Fernando de Noronha,133,0,3061.0,4288.93905,0.0
2020-12-29,PE,Ferreiros,260,9,12123.0,2136.40099,0.0346
2020-12-29,PE,Flores,454,20,22624.0,2007.25086,0.0441
2020-12-29,PE,Floresta,557,5,32873.0,1678.51977,0.009000000000000001
2020-12-29,PE,Frei Miguelinho,395,13,15457.0,2540.84652,0.0329
2020-12-29,PE,Gameleira,284,19,31052.0,906.82675,0.0669
2020-12-29,PE,Garanhuns,4465,86,139788.0,3176.19525,0.0193
2020-12-29,PE,Glória do Goitá,432,29,30604.0,1404.83236,0.0671
2020-12-29,PE,Goiana,2122,84,79758.0,2650.6776600000007,0.0396
2020-12-29,PE,Granito,96,1,7486.0,1273.71633,0.0104
2020-12-29,PE,Gravatá,1115,83,84074.0,1316.4264,0.0744
2020-12-29,PE,Iati,378,7,19197.0,1964.55486,0.0185
2020-12-29,PE,Ibimirim,305,12,29235.0,1036.9917,0.0393
2020-12-29,PE,Ibirajuba,78,4,7762.0,1004.11946,0.0513
2020-12-29,PE,Igarassu,1197,132,117019.0,1011.23596,0.1103
2020-12-29,PE,Iguaracy,249,9,12228.0,2033.15098,0.0361
2020-12-29,PE,Ilha de Itamaracá,448,16,26258.0,1679.66407,0.0357
2020-12-29,PE,Importados/Indefinidos,0,0,,,0.0
2020-12-29,PE,Inajá,160,3,23247.0,676.67583,0.0187
2020-12-29,PE,Ingazeira,110,1,4548.0,2421.30751,0.0091
2020-12-29,PE,Ipojuca,1185,97,96204.0,1213.28159,0.0819
2020-12-29,PE,Ipubi,506,25,30854.0,1622.4709,0.0494
2020-12-29,PE,Itacuruba,22,2,4918.0,443.01248,0.0909
2020-12-29,PE,Itambé,764,37,36447.0,2094.815060000001,0.0484
2020-12-29,PE,Itapetim,460,11,13616.0,3394.08249,0.0239
2020-12-29,PE,Itapissuma,464,33,26651.0,1724.9070600000002,0.0711
2020-12-29,PE,Itaquitinga,202,18,16955.0,1187.81606,0.0891
2020-12-29,PE,Itaíba,329,7,26349.0,1250.57017,0.0213
2020-12-29,PE,Jaboatão dos Guararapes,13163,936,702298.0,1862.16077,0.0711
2020-12-29,PE,Jaqueira,271,9,11656.0,2327.378910000001,0.0332
2020-12-29,PE,Jataúba,447,7,17150.0,2594.61342,0.0157
2020-12-29,PE,Jatobá,205,2,14796.0,1380.4713800000004,0.0098
2020-12-29,PE,Joaquim Nabuco,318,18,16023.0,1986.13453,0.0566
2020-12-29,PE,João Alfredo,315,23,33822.0,945.15122,0.073
2020-12-29,PE,Jucati,277,3,11424.0,2411.84153,0.0108
2020-12-29,PE,Jupi,425,15,14836.0,2848.14368,0.0353
2020-12-29,PE,Jurema,190,14,15378.0,1231.28767,0.0737
2020-12-29,PE,Lagoa Grande,438,7,25601.0,1694.45627,0.016
2020-12-29,PE,Lagoa de Itaenga,257,11,21429.0,1197.57689,0.0428
2020-12-29,PE,Lagoa do Carro,164,14,18071.0,898.53167,0.0854
2020-12-29,PE,Lagoa do Ouro,127,5,13145.0,960.37508,0.0394
2020-12-29,PE,Lagoa dos Gatos,378,6,16290.0,2316.46035,0.0159
2020-12-29,PE,Lajedo,697,32,40288.0,1717.21402,0.0459
2020-12-29,PE,Limoeiro,1181,64,56250.0,2101.49827,0.0542
2020-12-29,PE,Macaparana,354,8,25376.0,1389.76131,0.0226
2020-12-29,PE,Machados,257,8,16088.0,1574.65842,0.0311
2020-12-29,PE,Manari,72,1,21434.0,330.63924,0.0139
2020-12-29,PE,Maraial,275,5,11345.0,2450.98039,0.0182
2020-12-29,PE,Mirandiba,306,7,15390.0,1978.02198,0.0229
2020-12-29,PE,Moreilândia,137,1,11270.0,1215.61668,0.0073
2020-12-29,PE,Moreno,658,60,62784.0,1039.59301,0.0912
2020-12-29,PE,Nazaré da Mata,314,30,32471.0,963.98858,0.0955
2020-12-29,PE,Olinda,9208,570,392482.0,2342.31713,0.0619
2020-12-29,PE,Orobó,381,9,23884.0,1591.81116,0.0236
2020-12-29,PE,Orocó,106,5,14991.0,699.5776099999998,0.0472
2020-12-29,PE,Ouricuri,838,27,69459.0,1197.67326,0.0322
2020-12-29,PE,Palmares,1756,74,63250.0,2765.35433,0.0421
2020-12-29,PE,Palmeirina,34,2,7693.0,447.36842,0.0588
2020-12-29,PE,Panelas,433,19,26474.0,1636.67977,0.0439
2020-12-29,PE,Paranatama,261,8,11523.0,2256.61421,0.0307
2020-12-29,PE,Parnamirim,405,13,22010.0,1832.08179,0.0321
2020-12-29,PE,Passira,744,36,28933.0,2574.92905,0.0484
2020-12-29,PE,Paudalho,869,43,56506.0,1526.35554,0.0495
2020-12-29,PE,Paulista,5612,437,331774.0,1678.3501199999996,0.0779
2020-12-29,PE,Pedra,449,9,22617.0,1980.76584,0.02
2020-12-29,PE,Pesqueira,1759,47,67395.0,2596.88492,0.0267
2020-12-29,PE,Petrolina,10743,131,349145.0,3032.03064,0.0122
2020-12-29,PE,Petrolândia,665,11,36548.0,1802.11918,0.0165
2020-12-29,PE,Pombos,837,29,27091.0,3083.10004,0.0346
2020-12-29,PE,Poção,110,4,11302.0,973.02079,0.0364
2020-12-29,PE,Primavera,122,18,14966.0,807.89352,0.1475
2020-12-29,PE,Quipapá,421,7,26037.0,1608.4049699999996,0.0166
2020-12-29,PE,Quixaba,157,4,6813.0,2307.127110000001,0.0255
2020-12-29,PE,Recife,49539,2683,1645727.0,2996.07913,0.0542
2020-12-29,PE,Riacho das Almas,489,11,20546.0,2368.49753,0.0225
2020-12-29,PE,Ribeirão,243,50,47415.0,510.33266,0.2058
2020-12-29,PE,Rio Formoso,327,23,23535.0,1383.95124,0.0703
2020-12-29,PE,Sairé,201,4,9932.0,2058.58255,0.0199
2020-12-29,PE,Salgadinho,109,3,10919.0,984.82111,0.0275
2020-12-29,PE,Salgueiro,2783,50,60930.0,4543.74765,0.018000000000000002
2020-12-29,PE,Saloá,177,10,15843.0,1115.87442,0.0565
2020-12-29,PE,Sanharó,607,18,26462.0,2257.34474,0.0297
2020-12-29,PE,Santa Cruz,247,3,15398.0,1587.60766,0.0121
2020-12-29,PE,Santa Cruz da Baixa Verde,150,2,12592.0,1185.77075,0.0133
2020-12-29,PE,Santa Cruz do Capibaribe,3469,77,107937.0,3156.59208,0.0222
2020-12-29,PE,Santa Filomena,224,4,14477.0,1538.25024,0.0179
2020-12-29,PE,Santa Maria da Boa Vista,358,5,41931.0,850.3562900000002,0.013999999999999999
2020-12-29,PE,Santa Maria do Cambucá,343,10,14137.0,2411.58687,0.0292
2020-12-29,PE,Santa Terezinha,523,14,11815.0,4407.92246,0.0268
2020-12-29,PE,Serra Talhada,5955,75,86350.0,6851.5216,0.0126
2020-12-29,PE,Serrita,248,10,19165.0,1291.93582,0.0403
2020-12-29,PE,Sertânia,1240,20,35907.0,3439.66713,0.0161
2020-12-29,PE,Sirinhaém,480,27,45865.0,1035.35299,0.0563
2020-12-29,PE,Solidão,198,1,6007.0,3288.49028,0.0051
2020-12-29,PE,Surubim,1469,41,65089.0,2237.72602,0.0279
2020-12-29,PE,São Benedito do Sul,169,10,15895.0,1051.71448,0.0592
2020-12-29,PE,São Bento do Una,879,27,59504.0,1463.97522,0.0307
2020-12-29,PE,São Caitano,728,23,37245.0,1948.19097,0.0316
2020-12-29,PE,São Joaquim do Monte,398,21,21356.0,1859.98691,0.0528
2020-12-29,PE,São José da Coroa Grande,510,22,21298.0,2362.64245,0.0431
2020-12-29,PE,São José do Belmonte,1151,23,33959.0,3383.20449,0.02
2020-12-29,PE,São José do Egito,1166,14,33951.0,3423.77261,0.012
2020-12-29,PE,São João,226,6,22793.0,986.94266,0.0265
2020-12-29,PE,São Lourenço da Mata,1642,146,113230.0,1439.35343,0.0889
2020-12-29,PE,São Vicente Férrer,605,18,18018.0,3345.3138,0.0298
2020-12-29,PE,Tabira,1563,14,28534.0,5445.23411,0.009000000000000001
2020-12-29,PE,Tacaimbó,210,4,12874.0,1633.09744,0.019
2020-12-29,PE,Tacaratu,654,16,25765.0,2505.17123,0.0245
2020-12-29,PE,Tamandaré,391,18,23388.0,1655.16657,0.046
2020-12-29,PE,Taquaritinga do Norte,241,11,28775.0,827.4109900000002,0.0456
2020-12-29,PE,Terezinha,104,4,7169.0,1444.84579,0.0385
2020-12-29,PE,Terra Nova,337,5,10096.0,3301.97923,0.0148
2020-12-29,PE,Timbaúba,1761,58,53022.0,3335.10094,0.0329
2020-12-29,PE,Toritama,778,21,45219.0,1685.2959,0.027000000000000003
2020-12-29,PE,Tracunhaém,64,12,13769.0,463.33164000000005,0.1875
2020-12-29,PE,Trindade,663,26,30521.0,2151.47975,0.0392
2020-12-29,PE,Triunfo,469,10,15254.0,3076.82215,0.0213
2020-12-29,PE,Tupanatinga,427,5,27304.0,1549.8529999999998,0.0117
2020-12-29,PE,Tuparetama,165,11,8202.0,1998.54651,0.0667
2020-12-29,PE,Venturosa,584,15,18482.0,3129.52146,0.0257
2020-12-29,PE,Verdejante,127,1,9534.0,1329.42531,0.0079
2020-12-29,PE,Vertente do Lério,90,2,7618.0,1188.74653,0.0222
2020-12-29,PE,Vertentes,241,4,20731.0,1150.1384,0.0166
2020-12-29,PE,Vicência,314,12,32643.0,958.13499,0.0382
2020-12-29,PE,Vitória de Santo Antão,2349,165,138757.0,1682.8696899999998,0.0702
2020-12-29,PE,Xexéu,295,16,14725.0,1999.0513,0.0542
2020-12-29,PE,Água Preta,1103,47,36771.0,2974.48897,0.0426
2020-12-29,PE,Águas Belas,961,25,43443.0,2199.7894100000008,0.026000000000000002
2020-12-29,PI,Acauã,90,0,7084.0,1267.24866,0.0
2020-12-29,PI,Agricolândia,69,0,5139.0,1344.7671,0.0
2020-12-29,PI,Alagoinha do Piauí,155,5,7651.0,2022.17873,0.0323
2020-12-29,PI,Alegrete do Piauí,348,3,4915.0,7076.047170000002,0.0086
2020-12-29,PI,Alto Longá,280,6,14304.0,1952.71637,0.0214
2020-12-29,PI,Altos,2193,30,40524.0,5400.81271,0.0137
2020-12-29,PI,Alvorada do Gurguéia,102,5,5419.0,1873.27824,0.049
2020-12-29,PI,Amarante,667,11,17598.0,3788.91161,0.0165
2020-12-29,PI,Angical do Piauí,205,5,6788.0,3022.26154,0.0244
2020-12-29,PI,Antônio Almeida,245,3,3164.0,7728.70662,0.0122
2020-12-29,PI,Anísio de Abreu,196,1,9880.0,1972.22781,0.0051
2020-12-29,PI,Aroazes,153,5,5835.0,2625.70791,0.0327
2020-12-29,PI,Aroeiras do Itaim,92,1,2551.0,3606.42885,0.0109
2020-12-29,PI,Arraial,75,1,4727.0,1588.98305,0.0133
2020-12-29,PI,Assunção do Piauí,149,2,7846.0,1894.95104,0.0134
2020-12-29,PI,Avelino Lopes,168,15,11289.0,1483.31273,0.0893
2020-12-29,PI,Baixa Grande do Ribeiro,1564,14,11586.0,13400.73687,0.009000000000000001
2020-12-29,PI,Barra D'Alcântara,51,1,3951.0,1290.48583,0.0196
2020-12-29,PI,Barras,3176,61,47066.0,6730.95263,0.0192
2020-12-29,PI,Barreiras do Piauí,41,1,3348.0,1223.15036,0.0244
2020-12-29,PI,Barro Duro,463,7,7032.0,6588.8715,0.0151
2020-12-29,PI,Batalha,467,11,26857.0,1735.73685,0.0236
2020-12-29,PI,Bela Vista do Piauí,153,3,4015.0,3796.52605,0.0196
2020-12-29,PI,Belém do Piauí,172,3,3566.0,4795.09339,0.0174
2020-12-29,PI,Beneditinos,367,12,10467.0,3504.24902,0.0327
2020-12-29,PI,Bertolínia,549,6,5501.0,9969.1302,0.0109
2020-12-29,PI,Betânia do Piauí,81,1,6205.0,1304.3478300000004,0.0123
2020-12-29,PI,Boa Hora,175,0,6781.0,2567.865,0.0
2020-12-29,PI,Bocaina,175,2,4500.0,3884.5727,0.0114
2020-12-29,PI,Bom Jesus,1912,24,25179.0,7531.41372,0.0126
2020-12-29,PI,Bom Princípio do Piauí,44,3,5630.0,778.62325,0.0682
2020-12-29,PI,Bonfim do Piauí,142,2,5670.0,2497.80123,0.0141
2020-12-29,PI,Boqueirão do Piauí,225,1,6407.0,3501.40056,0.0044
2020-12-29,PI,Brasileira,248,5,8329.0,2971.12735,0.0202
2020-12-29,PI,Brejo do Piauí,27,2,3875.0,701.6632,0.0741
2020-12-29,PI,Buriti dos Lopes,814,12,19781.0,4109.6582,0.0147
2020-12-29,PI,Buriti dos Montes,303,2,8244.0,3666.50532,0.0066
2020-12-29,PI,Cabeceiras do Piauí,246,7,10586.0,2314.20508,0.0285
2020-12-29,PI,Cajazeiras do Piauí,22,1,3559.0,615.72908,0.0455
2020-12-29,PI,Cajueiro da Praia,421,10,7642.0,5486.056820000002,0.0238
2020-12-29,PI,Caldeirão Grande do Piauí,160,0,5776.0,2767.68725,0.0
2020-12-29,PI,Campinas do Piauí,79,1,5613.0,1405.69395,0.0127
2020-12-29,PI,Campo Alegre do Fidalgo,50,1,5045.0,986.38785,0.02
2020-12-29,PI,Campo Grande do Piauí,339,4,5943.0,5683.151720000002,0.0118
2020-12-29,PI,Campo Largo do Piauí,228,5,7279.0,3118.58843,0.0219
2020-12-29,PI,Campo Maior,2806,56,46833.0,5983.83554,0.02
2020-12-29,PI,Canavieira,17,1,3950.0,431.03448,0.0588
2020-12-29,PI,Canto do Buriti,600,18,21187.0,2822.46684,0.03
2020-12-29,PI,Capitão Gervásio Oliveira,33,1,4100.0,802.13904,0.0303
2020-12-29,PI,Capitão de Campos,253,2,11417.0,2210.5723,0.0079
2020-12-29,PI,Caracol,215,4,10916.0,1960.96315,0.0186
2020-12-29,PI,Caraúbas do Piauí,163,4,5868.0,2767.40238,0.0245
2020-12-29,PI,Caridade do Piauí,63,0,5067.0,1238.93805,0.0
2020-12-29,PI,Castelo do Piauí,512,13,19716.0,2597.00735,0.0254
2020-12-29,PI,Caxingó,124,0,5424.0,2274.81196,0.0
2020-12-29,PI,Cocal,718,19,27787.0,2578.55989,0.0265
2020-12-29,PI,Cocal de Telha,138,4,4891.0,2816.90141,0.028999999999999998
2020-12-29,PI,Cocal dos Alves,225,4,6153.0,3647.85992,0.0178
2020-12-29,PI,Coivaras,143,3,4020.0,3546.6269799999995,0.021
2020-12-29,PI,Colônia do Gurguéia,71,2,6484.0,1089.62554,0.0282
2020-12-29,PI,Colônia do Piauí,137,1,7656.0,1788.2782899999993,0.0073
2020-12-29,PI,Conceição do Canindé,35,1,4803.0,728.10485,0.0286
2020-12-29,PI,Coronel José Dias,79,2,4682.0,1686.23266,0.0253
2020-12-29,PI,Corrente,1052,9,26644.0,3938.74724,0.0086
2020-12-29,PI,Cristalândia do Piauí,35,1,8294.0,420.52145,0.0286
2020-12-29,PI,Cristino Castro,202,5,10423.0,1934.12486,0.0248
2020-12-29,PI,Curimatá,303,3,11388.0,2651.84667,0.0099
2020-12-29,PI,Currais,179,1,4954.0,3603.05958,0.0056
2020-12-29,PI,Curral Novo do Piauí,99,0,5343.0,1844.60593,0.0
2020-12-29,PI,Curralinhos,192,0,4443.0,4305.89818,0.0
2020-12-29,PI,Demerval Lobão,1478,5,13817.0,10679.19075,0.0034
2020-12-29,PI,Dirceu Arcoverde,177,3,7011.0,2518.13914,0.0169
2020-12-29,PI,Dom Expedito Lopes,143,4,6904.0,2065.87691,0.027999999999999997
2020-12-29,PI,Dom Inocêncio,117,3,9556.0,1223.20962,0.0256
2020-12-29,PI,Domingos Mourão,77,0,4355.0,1768.48875,0.0
2020-12-29,PI,Elesbão Veloso,574,19,14602.0,3938.25043,0.0331
2020-12-29,PI,Eliseu Martins,104,3,4915.0,2109.53347,0.0288
2020-12-29,PI,Esperantina,1143,33,39737.0,2868.39992,0.0289
2020-12-29,PI,Fartura do Piauí,157,3,5307.0,2951.68265,0.0191
2020-12-29,PI,Flores do Piauí,67,2,4463.0,1501.5688,0.0299
2020-12-29,PI,Floresta do Piauí,96,4,2558.0,3750.0,0.0417
2020-12-29,PI,Floriano,4244,64,59935.0,7070.38734,0.0151
2020-12-29,PI,Francinópolis,48,1,5348.0,897.69964,0.0208
2020-12-29,PI,Francisco Ayres,99,5,4348.0,2290.07634,0.0505
2020-12-29,PI,Francisco Macedo,289,1,3184.0,9031.25,0.0035
2020-12-29,PI,Francisco Santos,163,0,9319.0,1739.22322,0.0
2020-12-29,PI,Fronteiras,215,1,11625.0,1844.06896,0.0047
2020-12-29,PI,Geminiano,187,2,5442.0,3424.90842,0.0107
2020-12-29,PI,Gilbués,272,1,10690.0,2543.4823300000007,0.0037
2020-12-29,PI,Guadalupe,226,1,10499.0,2152.99609,0.0044
2020-12-29,PI,Guaribas,53,1,4562.0,1160.24518,0.0189
2020-12-29,PI,Hugo Napoleão,347,4,3877.0,8945.60454,0.0115
2020-12-29,PI,Ilha Grande,279,4,9426.0,2950.19562,0.0143
2020-12-29,PI,Inhuma,418,7,15308.0,2728.63764,0.0167
2020-12-29,PI,Ipiranga do Piauí,236,5,9811.0,2398.8615600000007,0.0212
2020-12-29,PI,Isaías Coelho,133,1,8549.0,1552.65001,0.0075
2020-12-29,PI,Itainópolis,256,4,11530.0,2216.25833,0.0156
2020-12-29,PI,Itaueira,40,5,11019.0,362.71309,0.125
2020-12-29,PI,Jacobina do Piauí,179,1,5741.0,3124.45453,0.0056
2020-12-29,PI,Jaicós,416,12,19104.0,2170.05738,0.0288
2020-12-29,PI,Jardim do Mulato,134,3,4504.0,2969.20009,0.0224
2020-12-29,PI,Jatobá do Piauí,71,1,4865.0,1456.41026,0.0141
2020-12-29,PI,Jerumenha,118,2,4452.0,2653.47425,0.0169
2020-12-29,PI,Joaquim Pires,787,9,14354.0,5474.40178,0.0114
2020-12-29,PI,Joca Marques,334,1,5443.0,6110.50128,0.003
2020-12-29,PI,José de Freitas,1710,22,39208.0,4347.1629,0.0129
2020-12-29,PI,João Costa,123,1,3008.0,4093.17804,0.0081
2020-12-29,PI,Juazeiro do Piauí,171,1,5478.0,3117.59344,0.0058
2020-12-29,PI,Jurema,57,2,4763.0,1193.2175,0.0351
2020-12-29,PI,Júlio Borges,62,6,5627.0,1099.29078,0.0968
2020-12-29,PI,Lagoa Alegre,238,5,8542.0,2774.86301,0.021
2020-12-29,PI,Lagoa de São Francisco,144,3,6758.0,2124.834,0.0208
2020-12-29,PI,Lagoa do Barro do Piauí,499,1,4655.0,10717.35395,0.002
2020-12-29,PI,Lagoa do Piauí,350,2,4064.0,8588.957059999999,0.0057
2020-12-29,PI,Lagoa do Sítio,67,7,5177.0,1288.95729,0.1045
2020-12-29,PI,Lagoinha do Piauí,166,4,2845.0,5808.25752,0.0241
2020-12-29,PI,Landri Sales,103,6,5295.0,1949.64982,0.0583
2020-12-29,PI,Luzilândia,1645,30,25486.0,6449.9686299999985,0.0182
2020-12-29,PI,Luís Correia,409,14,30311.0,1343.71509,0.0342
2020-12-29,PI,Madeiro,368,2,8310.0,4411.41213,0.0054
2020-12-29,PI,Manoel Emídio,152,6,5349.0,2840.59054,0.0395
2020-12-29,PI,Marcolândia,340,7,8492.0,3979.86656,0.0206
2020-12-29,PI,Marcos Parente,87,2,4549.0,1913.34946,0.023
2020-12-29,PI,Massapê do Piauí,89,0,6441.0,1380.05892,0.0
2020-12-29,PI,Matias Olímpio,360,6,10936.0,3285.27103,0.0167
2020-12-29,PI,Miguel Alves,1123,17,33760.0,3319.24452,0.0151
2020-12-29,PI,Miguel Leão,48,0,1246.0,3864.7343,0.0
2020-12-29,PI,Milton Brandão,82,3,6613.0,1240.9201,0.0366
2020-12-29,PI,Monsenhor Gil,727,15,10564.0,6881.862929999998,0.0206
2020-12-29,PI,Monsenhor Hipólito,225,2,7749.0,2896.87138,0.0089
2020-12-29,PI,Monte Alegre do Piauí,460,8,10613.0,4333.49034,0.0174
2020-12-29,PI,Morro Cabeça no Tempo,58,0,4532.0,1280.3532,0.0
2020-12-29,PI,Morro do Chapéu do Piauí,472,2,6796.0,6929.96623,0.0042
2020-12-29,PI,Murici dos Portelas,85,4,9159.0,923.0101,0.0471
2020-12-29,PI,Nazaré do Piauí,108,3,7339.0,1475.00683,0.0278
2020-12-29,PI,Nazária,231,8,8570.0,2685.42199,0.0346
2020-12-29,PI,Nossa Senhora de Nazaré,70,5,4870.0,1431.20016,0.0714
2020-12-29,PI,Nossa Senhora dos Remédios,573,8,8692.0,6568.840999999999,0.013999999999999999
2020-12-29,PI,Nova Santa Rita,72,2,4374.0,1642.71047,0.0278
2020-12-29,PI,Novo Oriente do Piauí,166,8,6565.0,2532.03173,0.0482
2020-12-29,PI,Novo Santo Antônio,152,3,2991.0,5061.60506,0.0197
2020-12-29,PI,Oeiras,2084,21,37029.0,5619.52272,0.0101
2020-12-29,PI,Olho D'Água do Piauí,99,3,2459.0,4011.34522,0.0303
2020-12-29,PI,Padre Marcos,263,4,6868.0,3826.56773,0.0152
2020-12-29,PI,Paes Landim,26,1,4129.0,630.15027,0.0385
2020-12-29,PI,Pajeú do Piauí,73,7,3389.0,2144.53584,0.0959
2020-12-29,PI,Palmeira do Piauí,101,2,5043.0,2005.55997,0.0198
2020-12-29,PI,Palmeirais,235,7,14539.0,1611.02351,0.0298
2020-12-29,PI,Paquetá,105,2,3945.0,2667.00533,0.019
2020-12-29,PI,Parnaguá,143,5,10791.0,1321.74878,0.035
2020-12-29,PI,Parnaíba,7869,141,153078.0,5126.985570000002,0.0179
2020-12-29,PI,Passagem Franca do Piauí,192,6,4313.0,4441.36017,0.0312
2020-12-29,PI,Patos do Piauí,129,3,6392.0,2013.73712,0.0233
2020-12-29,PI,Pau D'Arco do Piauí,163,0,4045.0,4009.8401,0.0
2020-12-29,PI,Paulistana,420,8,20523.0,2043.39788,0.019
2020-12-29,PI,Pavussu,130,3,3677.0,3543.19978,0.0231
2020-12-29,PI,Pedro II,1465,30,38742.0,3777.91531,0.0205
2020-12-29,PI,Pedro Laurentino,31,2,2536.0,1218.55346,0.0645
2020-12-29,PI,Picos,4921,96,78222.0,6274.3048,0.0195
2020-12-29,PI,Pimenteiras,423,4,12127.0,3484.6363,0.0095
2020-12-29,PI,Pio IX,204,3,18425.0,1105.15196,0.0147
2020-12-29,PI,Piracuruca,748,17,28791.0,2590.5659100000007,0.0227
2020-12-29,PI,Piripiri,3479,52,63742.0,5454.08939,0.0149
2020-12-29,PI,Porto,498,11,12568.0,3949.8731,0.0221
2020-12-29,PI,Porto Alegre do Piauí,136,1,2710.0,5000.0,0.0074
2020-12-29,PI,Prata do Piauí,128,2,3151.0,4063.49206,0.0156
2020-12-29,PI,Queimada Nova,364,2,8992.0,4036.81934,0.0055
2020-12-29,PI,Redenção do Gurguéia,167,10,8778.0,1898.59027,0.0599
2020-12-29,PI,Regeneração,616,10,17978.0,3426.21948,0.0162
